,Departamento,Municipio,Fuente,Victima,Agente,Año,Tipo_agresion
2968,Santander,Bucaramanga,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 93,1,Desconocidos,1992,
2969,Risaralda,Santa Rosa De Cabal,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Fuerza Pública,1992,
2970,Meta,Puerto Gaitán,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 93,1,Grupos Paramilitares,1992,
2971,Valle Del Cauca,Candelaria,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 93,1,Fuerza Pública,1992,
2972,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 93,3,Grupo Armado No Identificado,1992,
2973,Meta,El Castillo,Boletin Informativo Justicia Y Paz Vol. 5 No. 2 En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
2974,Santander,Bucaramanga,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 94,1,Grupos Paramilitares,1992,
2975,Norte De Santander,El Tarra,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 94,1,Desconocidos,1992,
2976,Meta,Uribe,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 94,1,Fuerza Pública,1992,
2977,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 94,1,Desconocidos,1992,
2978,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 94,1,Desconocidos,1992,
2979,Meta,Uribe,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 94,1,Fuerza Pública,1992,
2980,Antioquia,Cocorná,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 95,1,Desconocidos,1992,
2981,Cauca,Timbío,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 95,2,Desconocidos,1992,
2982,Santander,Guaca,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 99,1,Grupo Armado No Identificado,1992,
2983,Antioquia,Támesis,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
2984,Magdalena,Cienaga,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 95,1,Grupos Paramilitares,1992,
2985,Santander,Bucaramanga,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 95,1,Grupos Paramilitares,1992,
2986,Santander,Puerto Parra,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 95,1,Grupos Paramilitares,1992,
2987,Bolivar,Cartagena,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 96,1,Fuerza Pública,1992,
2988,Bolivar,El Carmen De Bolívar,Boletin Justicia Y Paz Vol. 5 No. 3,1,Grupo Armado No Identificado,1992,
2989,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 15,2,Desconocidos,1992,
2990,Norte De Santander,Chitaga,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 15,1,Guerrilla  ,1992,
2991,Valle Del Cauca,Tuluá,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 15,1,Desconocidos,1992,
2992,Casanare,Paz De Ariporo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 15,2,Grupos Paramilitares,1992,
2993,Cesar,San Alberto,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 15,1,Desconocidos,1992,
2994,Santander,Cerrito,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 15,2,Guerrilla  ,1992,
2995,Antioquia,Urrao,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Guerrilla  ,1992,
2996,Magdalena,Fundación,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
2997,Casanare,Paz De Ariporo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 16,1,Grupos Paramilitares,1992,
2998,Santander,San Vicente De Chucuri,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 15,2,Grupos Paramilitares,1992,
2999,Sucre,Sincelejo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 16,1,Desconocidos,1992,
3000,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 16,1,Desconocidos,1992,
3001,Bolivar,Magangué,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 16,1,Desconocidos,1992,
3002,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 16,2,Fuerza Pública,1992,
3003,Bolivar,El Carmen De Bolívar,Boletin Justicia Y Paz Vol. 5 No. 3,1,Grupo Armado No Identificado,1992,
3004,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 16,1,Grupos Paramilitares,1992,
3005,Casanare,Chameza,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Guerrilla  ,1992,
3006,Cauca,Timbío,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,1,Guerrilla  ,1992,
3007,Meta,Granada,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,2,Grupos Paramilitares,1992,
3008,Magdalena,Aracataca,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,2,Grupo Armado No Identificado,1992,
3009,Bolivar,María La Baja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,1,Grupo Armado No Identificado,1992,
3010,Bolivar,San Juan Nepomuceno,Boletin Justicia Y Paz Vol. 5 No. 3,1,Grupos Paramilitares,1992,
3011,Cordoba,Tierralta,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 22,1,Guerrilla  ,1992,
3012,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,2,Fuerza Pública,1992,
3013,Meta,Granada,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,2,Desconocidos,1992,
3014,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Guerrilla,1992,
3015,Antioquia,San Juan De Urabá,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 23,2,Grupo Armado No Identificado,1992,
3016,Norte De Santander,Cúcuta,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 23,2,Grupo Armado No Identificado,1992,
3017,Cordoba,Montería,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,2,Desconocidos,1992,
3018,Valle Del Cauca,Cali,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 17,1,Desconocidos,1992,
3019,Huila,Rivera,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 18,1,Fuerza Pública,1992,
3020,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 18,1,Fuerza Pública,1992,
3021,Caldas,Supía,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 18,1,Desconocidos,1992,
3022,Santander,Málaga,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 18,1,Fuerza Pública,1992,
3023,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3024,Cauca,Bolívar,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 24,2,Grupo Armado No Identificado,1992,
3025,Santander,Barrancabermeja,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3026,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 19,1,Fuerza Pública,1992,
3027,Bolivar,El Carmen De Bolívar,Boletin Justicia Y Paz Vol. 5 No. 3,1,Grupo Armado No Identificado,1992,
3028,Norte De Santander,El Carmen,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 19,1,Guerrilla  ,1992,
3029,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 19,1,Desconocidos,1992,
3030,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 19,2,Fuerza Pública,1992,
3031,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 19,1,Fuerza Pública,1992,
3032,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 19,1,Desconocidos,1992,
3033,Bolivar,San Juan Nepomuceno,Boletin Justicia Y Paz Vol. 5 No. 3,1,Grupo Armado No Identificado,1992,
3034,Cundinamarca,Medina,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Fuerza Pública,1992,
3035,Bolivar,El Carmen De Bolívar,Boletin Justicia Y Paz Vol. 5 No. 3,1,Grupo Armado No Identificado,1992,
3036,Meta,Villavicencio,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 19,1,Desconocidos,1992,
3037,Antioquia,Arboletes,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 20,1,Desconocidos,1992,
3038,Antioquia,Necoclí,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 20,1,Desconocidos,1992,
3039,Antioquia,,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 20,1,Desconocidos,1992,
3040,Santander,Barrancabermeja,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3041,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 20,3,Guerrilla  ,1992,
3042,Magdalena,Cienaga,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 45,2,Grupos Paramilitares,1992,
3043,Meta,Cubarral,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 45,1,Grupos Paramilitares,1992,
3044,Bolivar,Magangué,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 45,1,Guerrilla  ,1992,
3045,Huila,Algeciras,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 45,1,Guerrilla  ,1992,
3046,Cauca,Popayán,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 68,1,Fuerza Pública,1992,
3047,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,1,Desconocidos,1992,
3048,Norte De Santander,Los Patios,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,1,Desconocidos,1992,
3049,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,2,Grupos Paramilitares,1992,
3050,Antioquia,Anzá,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,2,Desconocidos,1992,
3051,Cesar,Astrea,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,1,Grupo Armado No Identificado,1992,
3052,Valle Del Cauca,Ulloa,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,1,Desconocidos,1992,
3053,Magdalena,Aracataca,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,2,Grupo Armado No Identificado,1992,
3054,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,1,Guerrilla,1992,
3055,Boyaca,Chiquinquirá,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 46,1,Desconocidos,1992,
3056,Arauca,Arauquita,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 47,1,Guerrilla  ,1992,
3057,Antioquia,Chigorodó,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 47,1,Grupo Armado No Identificado,1992,
3058,Valle Del Cauca,Dagua,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 47,1,Grupo Armado No Identificado,1992,
3059,Antioquia,Yondó,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 47,2,Grupos Paramilitares,1992,
3060,Cesar,El Copey,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 47,1,Guerrilla  ,1992,
3061,Cauca,Cajibio,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 47,1,Fuerza Pública,1992,
3062,Cauca,Cajibio,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 48,1,Grupos Paramilitares,1992,
3063,Magdalena,Fundación,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 48,2,Grupo Armado No Identificado,1992,
3064,Risaralda,Belén De Umbría,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 48,1,Grupo Armado No Identificado,1992,
3065,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 49,1,Fuerza Pública,1992,
3066,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 49,2,Fuerza Pública,1992,
3067,Antioquia,Itagüí,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3068,Cordoba,San Carlos,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 49,2,Grupo Armado No Identificado,1992,
3069,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 49,1,Guerrilla,1992,
3070,Risaralda,Belén De Umbría,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 50,1,Grupo Armado No Identificado,1992,
3071,Meta,San Juan De Arama,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 76,3,Guerrilla  ,1992,
3072,Cesar,San Alberto,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 50,1,Desconocidos,1992,
3073,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3074,Magdalena,Santa Marta,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 50,2,Grupo Armado No Identificado,1992,
3075,Cordoba,Puerto Libertador,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 50,1,Grupos Paramilitares,1992,
3076,Santander,Cimitarra,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 50,2,Grupo Armado No Identificado,1992,
3077,Cordoba,Puerto Libertador,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupos Paramilitares,1992,
3078,Norte De Santander,Cúcuta,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3079,Santander,Bucaramanga,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3080,Cordoba,Cereté,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 51,1,Grupos Paramilitares,1992,
3081,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 51,1,Grupos Paramilitares,1992,
3082,Cauca,Popayán,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 51,1,Fuerza Pública,1992,
3083,Quindio,Quimbaya,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3084,Santander,Sabana De Torres,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 81,1,Fuerza Pública,1992,
3085,Antioquia,Bello,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 86,1,Grupo Armado No Identificado,1992,
3086,Antioquia,Dabeiba,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 81,1,Grupo Armado No Identificado,1992,
3087,Cordoba,Puerto Escondido,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 81,1,Grupo Armado No Identificado,1992,
3088,Risaralda,Quinchia,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 81,1,Grupo Armado No Identificado,1992,
3089,Cesar,Gamarra,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 81,2,Fuerza Pública,1992,
3090,Magdalena,Santa Marta,Boletín Informativo Justicia Y Paz Vol.5 No. 3 En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3091,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 81,1,Grupos Paramilitares,1992,
3092,Cundinamarca,Medina,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 82,2,Grupo Armado No Identificado,1992,
3093,La Guajira,Riohacha,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 82,1,Grupo Armado No Identificado,1992,
3094,Cesar,Aguachica,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupos Paramilitares,1992,
3095,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 82,1,Desconocidos,1992,
3096,Antioquia,Maceo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 82,1,Grupo Armado No Identificado,1992,
3097,Cesar,Aguachica,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3098,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 82,1,Fuerza Pública,1992,
3099,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 82,1,Grupo Armado No Identificado,1992,
3100,Meta,El Castillo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 83,1,Desconocidos,1992,
3101,Santander,Rionegro,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 83,1,Desconocidos,1992,
3102,Risaralda,Marsella,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 83,1,Fuerza Pública,1992,
3103,Santander,Vélez,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 83,1,Grupo Armado No Identificado,1992,
3104,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 83,1,Grupos Paramilitares,1992,
3105,Antioquia,Yarumal,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 83,1,Grupo Armado No Identificado,1992,
3106,Caldas,Riosucio,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3107,Cesar,Aguachica,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 83,1,Grupo Armado No Identificado,1992,
3108,Cauca,Padilla,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 84,1,Fuerza Pública,1992,
3109,Cauca,Caloto,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 84,1,Grupo Armado No Identificado,1992,
3110,Cauca,Patia (El Bordo),Boletín Informativo Justicia Y Paz Vol.5 No. 3 En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3111,Caldas,Riosucio,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3112,Cordoba,Montería,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 90,1,Grupo Armado No Identificado,1992,
3113,Cordoba,Montería,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 90,2,Grupo Armado No Identificado,1992,
3114,Antioquia,Chigorodó,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 84,2,Guerrilla  ,1992,
3115,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 90,1,Guerrilla  ,1992,
3116,Antioquia,Chigorodó,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 84,1,Desconocidos,1992,
3117,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3118,Norte De Santander,Salazar,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 84,1,Guerrilla  ,1992,
3119,Antioquia,Chigorodó,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3120,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 3,3,Grupo Armado No Identificado,1992,
3121,Santander,San Andrés    ,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 84,1,Guerrilla  ,1992,
3122,Santander,Concepción,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 85,1,Guerrilla  ,1992,
3123,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 85,1,Desconocidos,1992,
3124,Santander,Cerrito,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 85,1,Guerrilla  ,1992,
3125,Norte De Santander,Arboledas,Boletín Justicia Y Paz Vol. 5 No 3 Pp. 85,1,Fuerza Pública,1992,
3126,Antioquia,Carmen De Viboral,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 15,3,Desconocidos,1992,
3127,Santander,Cimitarra,Bolétín Informativo Justicia Y Paz Vol. 5 No. 4 En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3128,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 15,2,Guerrilla  ,1992,
3129,Santander,Tona,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 15,1,Guerrilla  ,1992,
3130,Boyaca,Aquitania,Boletín Informativo Justicia Y Paz Vol.5 No. 4,3,Fuerza Pública,1992,
3131,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 15,1,Guerrilla,1992,
3132,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 15,1,Desconocidos,1992,
3133,Meta,San Martín,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Grupo Armado No Identificado,1992,
3134,La Guajira,Riohacha,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,2,Guerrilla  ,1992,
3135,Huila,Altamira,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Fuerza Pública,1992,
3136,Meta,Puerto Gaitán,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Fuerza Pública,1992,
3137,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Grupos Paramilitares,1992,
3138,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Desconocidos,1992,
3139,Bolivar,Simití,Colombia Nunca Más Zona V Sur De Bolívar Pp. 57,1,Grupo Armado No Identificado,1992,
3140,Antioquia,Zaragoza,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Guerrilla  ,1992,
3141,Norte De Santander,Cúcuta,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 20,1,Guerrilla,1992,
3142,Antioquia,Toledo,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Guerrilla  ,1992,
3143,Cauca,El Tambo,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Grupos Paramilitares,1992,
3144,Choco,Acandí,Boletin Justicia Y Paz Vol 5. No 4,2,Fuerza Pública,1992,
3145,Sucre,Toluviejo,Boletín Justicia Y Paz  Vol. 5 No. 4,1,Guerrilla  ,1992,
3146,Norte De Santander,Cúcuta,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 16,1,Fuerza Pública,1992,
3147,Antioquia,San Juan De Urabá,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 17,1,Desconocidos,1992,
3148,Tolima,Chaparral,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 17,1,Guerrilla  ,1992,
3149,Cundinamarca,Girardot,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,1,Fuerza Pública,1992,
3150,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,1,Fuerza Pública,1992,
3151,Cesar,La Jagua De Ibírico,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,2,Grupos Paramilitares,1992,
3152,Bolivar,Tiquisio,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,1,Guerrilla  ,1992,
3153,Antioquia,,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,1,Guerrilla  ,1992,
3154,Norte De Santander,Pamplona,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,2,Guerrilla  ,1992,
3155,Antioquia,Necoclí,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,2,Desconocidos,1992,
3156,Antioquia,Betania,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 19,1,Grupo Armado No Identificado,1992,
3157,Santander,Concepción,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 19,2,Guerrilla  ,1992,
3158,Antioquia,San Pedro De Urabá,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 18,1,Guerrilla  ,1992,
3159,Cesar,Aguachica,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 19,1,Desconocidos,1992,
3160,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 19,1,Desconocidos,1992,
3161,Meta,Villavicencio,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 19,1,Grupos Paramilitares,1992,
3162,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 19,1,Desconocidos,1992,
3163,Antioquia,Arboletes,Gg,2,Fuerza Pública,1992,
3164,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,1,Fuerza Pública,1992,
3165,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,3,Grupo Armado No Identificado,1992,
3166,Atlantico,Soledad,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,1,Fuerza Pública,1992,
3167,Meta,Villavicencio,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,1,Grupos Paramilitares,1992,
3168,Valle Del Cauca,Yumbo,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,1,Desconocidos,1992,
3169,Risaralda,Pereira,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,1,Fuerza Pública,1992,
3170,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,1,Desconocidos,1992,
3171,Antioquia,Puerto Nare,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 49,1,Desconocidos,1992,
3172,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 50,1,Desconocidos,1992,
3173,Santander,Sabana De Torres,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 50,1,Grupo Armado No Identificado,1992,
3174,Caldas,Risaralda,Boletín Informativo Justicia Y Paz Vol.5 No. 4 En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
3175,Magdalena,Fundación,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 50,1,Grupo Armado No Identificado,1992,
3176,Norte De Santander,Cúcuta,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 50,1,Grupos Paramilitares,1992,
3177,Antioquia,Caucasia,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 50,1,Fuerza Pública,1992,
3178,Putumayo,Mocoa,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 50,1,Guerrilla  ,1992,
3179,Atlantico,Soledad,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 51,1,Desconocidos,1992,
3180,Nariño,Ancuya,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 51,1,Guerrilla  ,1992,
3181,Antioquia,Carmen De Viboral,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 51,1,Desconocidos,1992,
3182,Santander,Tona,Boletín Informativo Justicia Y Paz Vol.5 No. 4,3,Guerrilla  ,1992,
3183,Antioquia,Vegachí,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 51,1,Desconocidos,1992,
3184,Meta,El Castillo,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 51,1,Fuerza Pública,1992,
3185,Atlantico,Barranquilla,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 51,1,Fuerza Pública,1992,
3186,Cesar,San Martín,Boletín Informativo Justicia Y Paz Vol.5 No. 4,3,Fuerza Pública,1992,
3187,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 52,1,Desconocidos,1992,
3188,Putumayo,Mocoa,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 52,1,Guerrilla  ,1992,
3189,Caldas,Manizales,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 52,1,Desconocidos,1992,
3190,Cordoba,Montería,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 52,2,Desconocidos,1992,
3191,Meta,El Castillo,Boletín Justicia Y Paz Vol. 5 No 4 Pp. 52,1,Grupos Paramilitares,1992,
