,Departamento,Municipio,Fuente,Victima,Agente,Año,Tipo_agresion
8671,Antioquia,Necocli,Cnmh,1,Grupo Paramilitar,2004,Nan
8672,Antioquia,Necocli,Cnmh,1,Grupo Paramilitar,2004,Nan
8673,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
8674,Antioquia,Dabeiba,Cnmh,3,Grupo Paramilitar,2004,Nan
8675,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
8676,Nariño,Magui,Cnmh,1,Grupo Paramilitar,2004,Nan
8677,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8678,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8679,Magdalena,Plato,Cnmh,1,Guerrilla,2004,Nan
8680,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
8681,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
8682,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8683,Huila,Pitalito,Cnmh,1,Desconocido,2004,Nan
8684,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
8685,Choco,Unguia,Cnmh,1,Grupo Paramilitar,2004,Nan
8686,Antioquia,San Carlos,Cnmh,1,Grupo Paramilitar,2004,Nan
8687,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8688,Caldas,Samana,Cnmh,1,Grupo Paramilitar,2004,Nan
8689,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8690,Cesar,Pailitas,Cnmh,1,Grupo Paramilitar,2004,Nan
8691,Cesar,Valledupar,Cnmh,1,Grupo Paramilitar,2004,Nan
8692,Antioquia,Caucasia,Cnmh,1,Grupo Paramilitar,2004,Nan
8693,Magdalena,Algarrobo,Cnmh,1,Guerrilla,2004,Nan
8694,Atlantico,Barranquilla,Cnmh,1,Desconocido,2004,Nan
8695,Norte De Santander,San Calixto,Cnmh,1,Desconocido,2004,Nan
8696,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
8697,Magdalena,Pivijay,Cnmh,1,Grupo Paramilitar,2004,Nan
8698,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2004,Nan
8699,Antioquia,Argelia,Cnmh,1,Desconocido,2004,Nan
8700,Antioquia,Puerto Nare,Cnmh,1,Desconocido,2004,Nan
8701,Magdalena,Plato,Cnmh,1,Desconocido,2004,Nan
8702,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
8703,Santander,El Playon,Cnmh,1,Guerrilla,2004,Nan
8704,Norte De Santander,Cucuta,Cnmh,1,Grupo Paramilitar,2004,Nan
8705,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
8706,Cesar,Chimichagua,Cnmh,1,Grupo Paramilitar,2004,Nan
8707,La Guajira,San Juan Del Cesar,Cnmh,1,Grupo Paramilitar,2004,Nan
8708,Sucre,Sincelejo,Cnmh,1,Grupo Paramilitar,2004,Nan
8709,Sucre,Sincelejo,Cnmh,1,Grupo Paramilitar,2004,Nan
8710,Norte De Santander,San Calixto,Cnmh,1,Guerrilla,2004,Nan
8711,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
8712,Norte De Santander,San Calixto,Cnmh,1,Desconocido,2004,Nan
8713,Casanare,Yopal,Cnmh,1,Grupo Paramilitar,2004,Tortura
8714,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8715,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8716,Magdalena,Pivijay,Cnmh,1,Desconocido,2004,Nan
8717,Magdalena,El Reten,Cnmh,1,Grupo Paramilitar,2004,Nan
8718,Magdalena,Zona Bananera,Cnmh,1,Guerrilla,2004,Nan
8719,Bolivar,Tiquisio,Cnmh,1,Grupo Paramilitar,2004,Nan
8720,Caldas,Samana,Cnmh,1,Grupo Paramilitar,2004,Nan
8721,Caqueta,Albania,Cnmh,1,Grupo Paramilitar,2004,Nan
8722,Antioquia,Turbo,Cnmh,1,Grupo Paramilitar,2004,Nan
8723,Magdalena,Plato,Cnmh,1,Desconocido,2004,Nan
8724,Casanare,Yopal,Cnmh,1,Grupo Paramilitar,2004,Nan
8725,Huila,Acevedo,Cnmh,1,Guerrilla,2004,Nan
8726,Nariño,Magui,Cnmh,1,Grupo Paramilitar,2004,Nan
8727,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8728,Antioquia,Medellin,Cnmh,1,Guerrilla,2004,Nan
8729,Magdalena,Pedraza,Cnmh,1,Grupo Paramilitar,2004,Nan
8730,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8731,Meta,Puerto Lleras,Cnmh,1,Guerrilla,2004,Nan
8732,Antioquia,Sonson,Cnmh,1,Guerrilla,2004,Nan
8733,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8734,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8735,Cesar,Agustin Codazzi,Cnmh,1,Grupo Paramilitar,2004,Nan
8736,Choco,Bojaya,Cnmh,1,Guerrilla,2004,Nan
8737,Antioquia,Sonson,Cnmh,1,Guerrilla,2004,Nan
8738,Magdalena,Plato,Cnmh,1,Desconocido,2004,Nan
8739,Magdalena,Plato,Cnmh,1,Desconocido,2004,Nan
8740,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
8741,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8742,Bolivar,Zambrano,Cnmh,1,Guerrilla,2004,Nan
8743,Magdalena,Algarrobo,Cnmh,1,Grupo Paramilitar,2004,Nan
8744,Tolima,Fresno,Cnmh,1,Guerrilla,2004,Nan
8745,Magdalena,Chivolo,Cnmh,1,Grupo Paramilitar,2004,Nan
8747,Magdalena,Fundacion,Cnmh,1,Grupo Paramilitar,2004,Nan
8748,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8749,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8750,Cesar,La Jagua De Ibirico,Cnmh,1,Grupo Paramilitar,2004,Nan
8751,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8752,Caldas,Anserma,Cnmh,1,Guerrilla,2004,Nan
8753,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8754,Cauca,Buenos Aires,Cnmh,1,Desconocido,2004,Nan
8755,Tolima,Coyaima,Cnmh,1,Guerrilla,2004,Nan
8756,Choco,San Jose Del Palmar,Cnmh,1,Desconocido,2004,Nan
8757,Tolima,Coyaima,Cnmh,1,Guerrilla,2004,Nan
8758,Norte De Santander,Sardinata,Cnmh,1,Desconocido,2004,Nan
8759,Cordoba,Montelibano,Cnmh,1,Desconocido,2004,Nan
8760,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8761,Santander,Cimitarra,Cnmh,1,Grupo Paramilitar,2004,Nan
8762,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
8763,Sucre,Sincelejo,Cnmh,1,Desconocido,2004,Nan
8764,Meta,San Carlos De Guaroa,Cnmh,1,Grupo Paramilitar,2004,Nan
8765,Nariño,Mallama,Cnmh,1,Guerrilla,2004,Nan
8766,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
8767,Antioquia,Apartado,Cnmh,1,Grupo Paramilitar,2004,Nan
8768,Bolivar,Maria La Baja,Cnmh,1,Desconocido,2004,Nan
8769,Bolivar,San Pablo,Cnmh,1,Grupo Paramilitar,2004,Nan
8770,Vichada,Cumaribo,Cnmh,1,Guerrilla,2004,Nan
8771,Bolivar,Santa Rosa,Cnmh,1,Guerrilla,2004,Amenaza O Intimidación
8772,Antioquia,Caceres,Cnmh,1,Grupo Paramilitar,2004,Nan
8773,Valle Del Cauca,Buenaventura,Cnmh,1,Guerrilla,2004,Nan
8774,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
8775,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
8776,Sucre,San Benito Abad,Cnmh,1,Guerrilla,2004,Nan
8777,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8778,Cesar,Valledupar,Cnmh,1,Guerrilla,2004,Nan
8779,Nariño,Policarpa,Cnmh,1,Desconocido,2004,Nan
8780,Nariño,Policarpa,Cnmh,1,Guerrilla,2004,Nan
8781,Huila,Colombia,Cnmh,1,Grupo Paramilitar,2004,Nan
8782,Nariño,San Andres De Tumaco,Cnmh,1,Grupo Paramilitar,2004,Nan
8783,Magdalena,Aracataca,Cnmh,1,Desconocido,2004,Nan
8784,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
8785,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8786,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8787,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8788,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8789,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8791,Cesar,Valledupar,Cnmh,1,Grupo Paramilitar,2004,Nan
8792,Antioquia,San Francisco,Cnmh,1,Agente Del Estado,2004,Nan
8793,Magdalena,Fundacion,Cnmh,1,Desconocido,2004,Nan
8794,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8795,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8796,Sucre,Ovejas,Cnmh,1,Desconocido,2004,Nan
8797,Magdalena,Pivijay,Cnmh,1,Grupo Paramilitar,2004,Nan
8798,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
8799,Antioquia,Argelia,Cnmh,1,Grupo Paramilitar,2004,Nan
8800,Norte De Santander,Tibu,Cnmh,1,Desconocido,2004,Nan
8801,Antioquia,Taraza,Cnmh,1,Grupo Paramilitar,2004,Amenaza O Intimidación
8802,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8803,Putumayo,Orito,Cnmh,1,Grupo Paramilitar,2004,Nan
8804,Nariño,Taminango,Cnmh,1,Guerrilla,2004,Nan
8805,Antioquia,Ituango,Cnmh,1,Guerrilla,2004,Nan
8806,Antioquia,Ituango,Cnmh,1,Guerrilla,2004,Nan
8807,Antioquia,Remedios,Cnmh,1,Guerrilla,2004,Nan
8808,Magdalena,El Reten,Cnmh,1,Desconocido,2004,Nan
8809,Risaralda,Santuario,Cnmh,1,Grupo Paramilitar,2004,Nan
8810,Antioquia,Apartado,Cnmh,1,Desconocido,2004,Nan
8811,Magdalena,El Reten,Cnmh,1,Grupo Paramilitar,2004,Nan
8812,Santander,Charala,Cnmh,1,Grupo Paramilitar,2004,Nan
8813,Caqueta,Albania,Cnmh,1,Grupo Paramilitar,2004,Nan
8814,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8815,Bolivar,Calamar,Cnmh,1,Guerrilla,2004,Nan
8816,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
8817,Caldas,Samana,Cnmh,1,Guerrilla,2004,Nan
8818,Tolima,San Sebastian De Mariquita,Cnmh,1,Grupo Paramilitar,2004,Nan
8819,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
8820,Antioquia,Betulia,Cnmh,1,Grupo Paramilitar,2004,Nan
8821,Antioquia,Santo Domingo,Cnmh,1,Desconocido,2004,Nan
8822,Magdalena,Fundacion,Cnmh,1,Grupo Paramilitar,2004,Nan
8823,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
8824,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
8825,Norte De Santander,San Calixto,Cnmh,1,Guerrilla,2004,Nan
8826,Atlantico,Baranoa,Cnmh,1,Guerrilla,2004,Nan
8827,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8828,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
8829,Caqueta,Belen De Los Andaquies,Cnmh,1,Grupo Paramilitar,2004,Nan
8830,Choco,Unguia,Cnmh,1,Guerrilla,2004,Nan
8831,Tolima,Coyaima,Cnmh,1,Guerrilla,2004,Nan
8832,Antioquia,Taraza,Cnmh,1,Grupo Paramilitar,2004,Nan
8833,Caqueta,San Jose Del Fragua,Cnmh,1,Guerrilla,2004,Nan
8834,Magdalena,Fundacion,Cnmh,1,Desconocido,2004,Nan
8835,Norte De Santander,Ocana,Cnmh,1,Guerrilla,2004,Nan
8836,Norte De Santander,Ocana,Cnmh,1,Desconocido,2004,Nan
8837,Norte De Santander,El Carmen,Cnmh,1,Guerrilla,2004,Nan
8838,Antioquia,Medellin,Cnmh,1,Grupo Paramilitar,2004,Nan
8839,Cesar,Valledupar,Cnmh,1,Grupo Paramilitar,2004,Nan
8840,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
8841,Caqueta,Morelia,Cnmh,1,Grupo Paramilitar,2004,Nan
8842,Caqueta,Valparaiso,Cnmh,1,Desconocido,2004,Nan
8843,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8844,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8845,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8846,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8847,Cesar,Bosconia,Cnmh,1,Desconocido,2004,Nan
8848,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8849,Antioquia,Turbo,Cnmh,1,Desconocido,2004,Nan
8850,Sucre,San Onofre,Cnmh,1,Grupo Paramilitar,2004,Nan
8851,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8852,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8853,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8854,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8855,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8856,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8857,Caqueta,San Jose Del Fragua,Cnmh,1,Desconocido,2004,Nan
8858,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8859,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8860,Cundinamarca,Tibacuy,Cnmh,1,Guerrilla,2004,Nan
8861,Magdalena,Aracataca,Cnmh,1,Desconocido,2004,Nan
8862,Guaviare,San Jose Del Guaviare,Cnmh,1,Desconocido,2004,Nan
8863,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
8864,Norte De Santander,Cucuta,Cnmh,1,Grupo Paramilitar,2004,Nan
8865,Nariño,Policarpa,Cnmh,1,Desconocido,2004,Nan
8866,Cesar,Pelaya,Cnmh,1,Grupo Armado No Identificado,2004,Nan
8867,Antioquia,Maceo,Cnmh,1,Desconocido,2004,Nan
8868,Nariño,Olaya Herrera,Cnmh,1,Desconocido,2004,Nan
8869,Norte De Santander,Sardinata,Cnmh,1,Guerrilla,2004,Nan
8870,Valle Del Cauca,Tulua,Cnmh,1,Grupo Paramilitar,2004,Nan
8871,Antioquia,Amalfi,Cnmh,1,Grupo Paramilitar,2004,Nan
8872,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2004,Nan
8873,Caqueta,Albania,Cnmh,1,Grupo Paramilitar,2004,Nan
8874,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8875,Cordoba,Montelibano,Cnmh,1,Desconocido,2004,Tortura
8876,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
8877,Bolivar,Cordoba,Cnmh,1,Guerrilla,2004,Nan
8878,Magdalena,Aracataca,Cnmh,1,Desconocido,2004,Nan
8879,Tolima,San Antonio,Cnmh,1,Guerrilla,2004,Nan
8880,Magdalena,El Reten,Cnmh,1,Grupo Paramilitar,2004,Nan
8881,Caqueta,Albania,Cnmh,1,Grupo Paramilitar,2004,Nan
8883,Meta,Puerto Concordia,Cnmh,1,Guerrilla,2004,Nan
8884,Magdalena,El Banco,Cnmh,1,Grupo Paramilitar,2004,Nan
8885,Valle Del Cauca,Cartago,Cnmh,1,Grupo Armado No Identificado,2004,Tortura
8886,Boyaca,Otanche,Cnmh,1,Grupo Paramilitar,2004,Nan
8887,Nariño,San Andres De Tumaco,Cnmh,1,Desconocido,2004,Nan
8888,Magdalena,Pivijay,Cnmh,1,Grupo Paramilitar,2004,Nan
8889,Antioquia,Concordia,Cnmh,1,Grupo Paramilitar,2004,Nan
8890,Nariño,Cumbitara,Cnmh,1,Guerrilla,2004,Nan
8891,Magdalena,Aracataca,Cnmh,1,Desconocido,2004,Nan
8892,Nariño,Policarpa,Cnmh,1,Desconocido,2004,Nan
8893,Magdalena,Zona Bananera,Cnmh,1,Desconocido,2004,Nan
8894,Cauca,Timbio,Cnmh,1,Grupo Paramilitar,2004,Nan
8895,Casanare,Monterrey,Cnmh,2,Grupo Armado No Identificado,2004,Nan
8896,Cesar,Pailitas,Cnmh,1,Grupo Paramilitar,2004,Nan
8897,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
8898,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
8899,Antioquia,Santa Fe De Antioquia,Cnmh,1,Desconocido,2004,Nan
8900,Nariño,Policarpa,Cnmh,1,Desconocido,2004,Nan
8901,Magdalena,Zona Bananera,Cnmh,1,Desconocido,2004,Nan
8902,Antioquia,Medellin,Cnmh,1,Grupo Paramilitar,2004,Nan
8903,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
8904,Magdalena,Fundacion,Cnmh,1,Desconocido,2004,Nan
8905,Norte De Santander,Teorama,Cnmh,1,Desconocido,2004,Nan
8906,Bogota,"Bogota, D.C.",Cnmh,1,Desconocido,2004,Nan
8907,Casanare,Aguazul,Cnmh,1,Desconocido,2004,Nan
8908,Choco,Quibdo,Cnmh,1,Guerrilla,2007,Nan
8909,Magdalena,Aracataca,Cnmh,1,Guerrilla,2004,Nan
8910,Meta,Mapiripan,Cnmh,1,Grupo Paramilitar,2004,Nan
8911,Guaviare,Calamar,Cnmh,1,Guerrilla,2004,Nan
8912,La Guajira,Riohacha,Cnmh,1,Grupo Paramilitar,2004,Nan
8913,Magdalena,Aracataca,Cnmh,1,Desconocido,2004,Nan
8914,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
8915,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
8916,Antioquia,Yarumal,Cnmh,1,Desconocido,2004,Nan
8917,Magdalena,Algarrobo,Cnmh,1,Grupo Paramilitar,2004,Nan
8918,Magdalena,Sin Informacion,Cnmh,3,Grupo Armado No Identificado,2004,Desplazamiento Forzado
8919,Bogota,"Bogota, D.C.",Cnmh,1,Desconocido,2004,Nan
8920,Magdalena,El Reten,Cnmh,2,Grupo Armado No Identificado,2004,Desplazamiento Forzado
8921,Antioquia,Briceno,Cnmh,1,Grupo Paramilitar,2004,Nan
8922,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
8923,La Guajira,San Juan Del Cesar,Cnmh,1,Desconocido,2004,Nan
8924,Antioquia,Sabanalarga,Cnmh,1,Grupo Paramilitar,2004,Nan
8925,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2004,Nan
8926,Tolima,Coyaima,Cnmh,1,Guerrilla,2004,Nan
8927,Casanare,Tauramena,Cnmh,1,Grupo Paramilitar,2004,Nan
8928,Antioquia,Medellin,Cnmh,1,Guerrilla,2004,Nan
8929,Antioquia,Chigorodo,Cnmh,1,Grupo Paramilitar,2004,Nan
8930,Antioquia,Arboletes,Cnmh,1,Grupo Paramilitar,2004,Nan
8931,Antioquia,San Luis,Cnmh,1,Desconocido,2004,Nan
8932,Antioquia,San Francisco,Cnmh,1,Desconocido,2004,Nan
8933,Antioquia,Mutata,Cnmh,1,Grupo Paramilitar,2004,Nan
8934,Antioquia,San Carlos,Cnmh,1,Guerrilla,2004,Nan
8935,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
8936,Norte De Santander,Teorama,Cnmh,1,Guerrilla,2004,Nan
8937,Cordoba,Tierralta,Cnmh,1,Grupo Paramilitar,2004,Nan
8938,Cauca,El Tambo,Cnmh,2,Grupo Paramilitar,2004,Nan
8939,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
8940,Risaralda,Quinchia,Cnmh,1,Desconocido,2004,Nan
8941,Tolima,San Sebastian De Mariquita,Cnmh,1,Grupo Paramilitar,2004,Nan
8942,Cauca,Paez,Cnmh,1,Grupo Paramilitar,2004,Nan
8943,Cauca,Buenos Aires,Cnmh,1,Guerrilla,2004,Nan
8944,Norte De Santander,El Tarra,Cnmh,1,Grupo Paramilitar,2004,Nan
8945,Nariño,El Tablon De Gomez,Cnmh,1,Guerrilla,2004,Nan
8946,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8947,Antioquia,Sonson,Cnmh,2,Agente Del Estado,2004,Amenaza O Intimidación
8948,Meta,Villavicencio,Cnmh,1,Grupo Paramilitar,2004,Nan
8949,Antioquia,San Vicente Ferrer,Cnmh,1,Grupo Paramilitar,2004,Nan
8950,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
8951,Sucre,Santiago De Tolu,Cnmh,1,Guerrilla,2004,Nan
8952,Antioquia,San Francisco,Cnmh,1,Guerrilla,2004,Nan
8953,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
8954,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8955,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8956,Cordoba,Monteria,Cnmh,1,Desconocido,2004,Nan
8957,Magdalena,Zona Bananera,Cnmh,1,Grupo Paramilitar,2004,Amenaza O Intimidación
8958,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8959,Caqueta,Valparaiso,Cnmh,1,Grupo Paramilitar,2004,Nan
8960,Antioquia,Granada,Cnmh,1,Desconocido,2004,Nan
8961,Magdalena,Algarrobo,Cnmh,1,Grupo Paramilitar,2004,Nan
8962,Magdalena,Zona Bananera,Cnmh,1,Grupo Paramilitar,2004,Nan
8963,Putumayo,Valle Del Guamuez,Cnmh,1,Guerrilla,2004,Nan
8964,Tolima,San Sebastian De Mariquita,Cnmh,1,Guerrilla,2004,Nan
8965,Bolivar,Santa Rosa,Cnmh,1,Grupo Paramilitar,2004,Nan
8966,Valle Del Cauca,Bugalagrande,Cnmh,1,Grupo Paramilitar,2004,Nan
8967,Caldas,Anserma,Cnmh,1,Guerrilla,2004,Nan
8968,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8969,Arauca,Saravena,Cnmh,1,Agente Del Estado,2004,Nan
8970,Caqueta,San Jose Del Fragua,Cnmh,1,Guerrilla,2004,Nan
8971,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8972,Tolima,Falan,Cnmh,1,Grupo Paramilitar,2004,Nan
8973,Choco,Riosucio,Cnmh,1,Grupo Paramilitar,2004,Nan
8974,Magdalena,El Reten,Cnmh,1,Grupo Paramilitar,2004,Nan
8975,Bolivar,Santa Rosa,Cnmh,1,Grupo Armado No Identificado,2004,Nan
8976,Magdalena,Plato,Cnmh,1,Guerrilla,2004,Nan
8977,Cesar,La Paz,Cnmh,1,Grupo Paramilitar,2004,Nan
8978,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
8979,Caqueta,Valparaiso,Cnmh,1,Desconocido,2004,Nan
8980,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8981,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8982,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8983,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8984,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
8985,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8986,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
8987,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2004,Nan
8988,Magdalena,Zona Bananera,Cnmh,1,Grupo Paramilitar,2004,Nan
8989,Antioquia,Medellin,Cnmh,1,Grupo Paramilitar,2004,Nan
8990,Boyaca,Puerto Boyaca,Cnmh,1,Grupo Paramilitar,2004,Nan
8991,La Guajira,San Juan Del Cesar,Cnmh,1,Desconocido,2004,Nan
8992,Norte De Santander,La Playa,Cnmh,1,Grupo Paramilitar,2004,Nan
8993,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
8994,Putumayo,Puerto Asis,Cnmh,1,Grupo Paramilitar,2004,Nan
8995,Nariño,Cumbitara,Cnmh,1,Grupo Paramilitar,2004,Nan
8996,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
8997,Caqueta,Curillo,Cnmh,1,Grupo Paramilitar,2004,Nan
8998,Nariño,Pasto,Cnmh,1,Desconocido,2004,Nan
8999,Magdalena,Algarrobo,Cnmh,1,Grupo Paramilitar,2004,Nan
9000,Bogota,"Bogota, D.C.",Cnmh,1,Desconocido,2004,Nan
9001,Magdalena,Zona Bananera,Cnmh,1,Desconocido,2004,Nan
9002,Valle Del Cauca,Tulua,Cnmh,1,Desconocido,2004,Nan
9003,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
9004,Antioquia,Taraza,Cnmh,1,Grupo Paramilitar,2004,Nan
9005,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9006,Bolivar,Santa Rosa Del Sur,Cnmh,1,Grupo Paramilitar,2004,Nan
9007,Magdalena,Nueva Granada,Cnmh,1,Grupo Paramilitar,2004,Nan
9008,Magdalena,Nueva Granada,Cnmh,1,Grupo Paramilitar,2004,Nan
9009,Bolivar,Santa Rosa Del Sur,Cnmh,1,Grupo Paramilitar,2004,Nan
9010,Valle Del Cauca,Bugalagrande,Cnmh,1,Grupo Paramilitar,2004,Nan
9011,Valle Del Cauca,Calima,Cnmh,1,Grupo Paramilitar,2004,Nan
9012,Bolivar,Maria La Baja,Cnmh,1,Guerrilla,2004,Nan
9013,Cundinamarca,Medina,Cnmh,1,Grupo Paramilitar,2004,Nan
9014,Guaviare,San Jose Del Guaviare,Cnmh,1,Guerrilla,2004,Nan
9015,Antioquia,San Vicente Ferrer,Cnmh,1,Grupo Paramilitar,2004,Nan
9016,Casanare,Aguazul,Cnmh,1,Grupo Paramilitar,2004,Nan
9017,Antioquia,Ituango,Cnmh,1,Guerrilla,2004,Nan
9018,Nariño,Policarpa,Cnmh,1,Guerrilla,2004,Nan
9019,Casanare,Trinidad,Cnmh,1,Desconocido,2004,Nan
9020,Choco,Medio Baudo,Cnmh,1,Grupo Paramilitar,2004,Nan
9021,Cauca,Toribio,Cnmh,1,Guerrilla,2004,Nan
